state,county,admission_type,discharge_destination,inpatient_days,medicare_reimbursement,patient_safety_indicator_(psi),readmissions
TEXAS,DUVAL COUNTY,679.0,310.0,5.0,16035.0,,
TEXAS,EASTLAND COUNTY,667.0,417.0,5.0,14362.0,0.0,15.0
TEXAS,ECTOR COUNTY,806.0,482.0,5.0,14392.0,0.0,14.0
TEXAS,EDWARDS COUNTY,746.0,538.0,4.0,14236.0,,
TEXAS,EL PASO COUNTY,733.0,452.0,5.0,15414.0,0.0,16.0
TEXAS,ELLIS COUNTY,665.0,431.0,5.0,13737.0,0.0,15.0
TEXAS,ERATH COUNTY,737.0,481.0,4.0,13484.0,0.0,15.0
TEXAS,FALLS COUNTY,766.0,505.0,4.0,13625.0,,15.0
TEXAS,FANNIN COUNTY,744.0,474.0,5.0,11487.0,0.0,15.0
TEXAS,FAYETTE COUNTY,637.0,408.0,5.0,14191.0,0.0,14.0
TEXAS,FISHER COUNTY,472.0,385.0,4.0,14156.0,,15.0
TEXAS,FLOYD COUNTY,545.0,600.0,4.0,13195.0,,15.0
TEXAS,FOARD COUNTY,545.0,456.0,4.0,15609.0,,
TEXAS,FORT BEND COUNTY,784.0,510.0,5.0,14902.0,0.0,16.0
TEXAS,FRANKLIN COUNTY,651.0,335.0,5.0,13897.0,,
TEXAS,FREESTONE COUNTY,644.0,439.0,4.0,13379.0,,16.0
TEXAS,FRIO COUNTY,452.0,440.0,6.0,15874.0,,
TEXAS,GAINES COUNTY,536.0,459.0,5.0,16908.0,,15.0
TEXAS,GALVESTON COUNTY,785.0,570.0,5.0,16431.0,0.0,16.0
TEXAS,GARZA COUNTY,866.0,455.0,5.0,15053.0,,
TEXAS,GILLESPIE COUNTY,534.0,436.0,4.0,16997.0,0.0,13.0
TEXAS,GLASSCOCK COUNTY,739.0,360.0,8.0,19350.0,,
TEXAS,GOLIAD COUNTY,737.0,388.0,5.0,11897.0,,
TEXAS,GONZALES COUNTY,603.0,473.0,4.0,12949.0,0.0,16.0
TEXAS,GRAY COUNTY,723.0,397.0,5.0,12934.0,,14.0
TEXAS,GRAYSON COUNTY,794.0,479.0,5.0,11585.0,0.0,17.0
TEXAS,GREGG COUNTY,813.0,434.0,5.0,12856.0,0.0,17.0
TEXAS,GRIMES COUNTY,622.0,528.0,4.0,13111.0,0.0,
TEXAS,GUADALUPE COUNTY,689.0,472.0,5.0,12407.0,0.0,16.0
TEXAS,HALE COUNTY,634.0,431.0,5.0,14985.0,,14.0
TEXAS,HALL COUNTY,777.0,421.0,6.0,13681.0,,
TEXAS,HAMILTON COUNTY,678.0,384.0,5.0,14619.0,,
TEXAS,HANSFORD COUNTY,429.0,476.0,4.0,13336.0,,15.0
TEXAS,HARDEMAN COUNTY,336.0,489.0,5.0,13401.0,,15.0
TEXAS,HARDIN COUNTY,728.0,478.0,4.0,13465.0,0.0,
TEXAS,HARRIS COUNTY,784.0,505.0,5.0,17834.0,0.0,16.0
TEXAS,HARRISON COUNTY,772.0,460.0,5.0,13110.0,0.0,17.0
TEXAS,HARTLEY COUNTY,442.0,512.0,4.0,11037.0,,
TEXAS,HASKELL COUNTY,511.0,489.0,4.0,14094.0,,16.0
TEXAS,HAYS COUNTY,708.0,499.0,4.0,14382.0,0.0,13.0
TEXAS,HEMPHILL COUNTY,281.0,602.0,4.0,18765.0,,16.0
TEXAS,HENDERSON COUNTY,760.0,420.0,4.0,12688.0,0.0,15.0
TEXAS,HIDALGO COUNTY,789.0,566.0,5.0,14572.0,0.0,16.0
TEXAS,HILL COUNTY,500.0,432.0,5.0,13335.0,0.0,
TEXAS,HOCKLEY COUNTY,731.0,420.0,5.0,15627.0,,15.0
TEXAS,HOOD COUNTY,745.0,425.0,4.0,13890.0,0.0,15.0
TEXAS,HOPKINS COUNTY,756.0,440.0,5.0,13306.0,0.0,15.0
TEXAS,HOUSTON COUNTY,600.0,464.0,5.0,15468.0,,
TEXAS,HOWARD COUNTY,777.0,388.0,5.0,13074.0,,15.0
TEXAS,HUDSPETH COUNTY,750.0,333.0,5.0,14359.0,,
TEXAS,HUNT COUNTY,744.0,437.0,5.0,13495.0,0.0,17.0
TEXAS,HUTCHINSON COUNTY,711.0,441.0,5.0,15559.0,,15.0
TEXAS,IRION COUNTY,800.0,490.0,4.0,8601.0,,
TEXAS,JACK COUNTY,406.0,420.0,4.0,19587.0,,15.0
TEXAS,JACKSON COUNTY,682.0,431.0,4.0,12430.0,0.0,15.0
TEXAS,JASPER COUNTY,647.0,507.0,5.0,15351.0,0.0,15.0
TEXAS,JEFF DAVIS COUNTY,538.0,500.0,4.0,13394.0,,
TEXAS,JEFFERSON COUNTY,766.0,463.0,5.0,13980.0,0.0,14.0
TEXAS,JIM HOGG COUNTY,815.0,327.0,5.0,12832.0,,
TEXAS,JIM WELLS COUNTY,728.0,330.0,5.0,15589.0,0.0,16.0
TEXAS,JOHNSON COUNTY,779.0,444.0,5.0,13318.0,0.0,15.0
TEXAS,JONES COUNTY,677.0,432.0,4.0,13113.0,0.0,15.0
TEXAS,KARNES COUNTY,477.0,358.0,5.0,15384.0,,15.0
TEXAS,KAUFMAN COUNTY,756.0,474.0,5.0,13701.0,0.0,15.0
TEXAS,KENDALL COUNTY,545.0,461.0,5.0,15237.0,0.0,
TEXAS,KENT COUNTY,833.0,400.0,4.0,17444.0,,
TEXAS,KERR COUNTY,654.0,461.0,5.0,13486.0,0.0,15.0
TEXAS,KIMBLE COUNTY,516.0,463.0,5.0,14267.0,,15.0
TEXAS,KINNEY COUNTY,600.0,468.0,5.0,17339.0,,
TEXAS,KLEBERG COUNTY,669.0,346.0,5.0,13845.0,,16.0
TEXAS,KNOX COUNTY,354.0,485.0,4.0,17040.0,,
TEXAS,LA SALLE COUNTY,494.0,531.0,4.0,10396.0,,
TEXAS,LAMAR COUNTY,697.0,363.0,5.0,12887.0,0.0,16.0
TEXAS,LAMB COUNTY,601.0,491.0,5.0,14933.0,,15.0
TEXAS,LAMPASAS COUNTY,693.0,418.0,5.0,14923.0,0.0,15.0
TEXAS,LAVACA COUNTY,459.0,418.0,4.0,11485.0,0.0,15.0
TEXAS,LEE COUNTY,690.0,470.0,4.0,12849.0,0.0,
TEXAS,LEON COUNTY,610.0,547.0,5.0,14245.0,0.0,
TEXAS,LIBERTY COUNTY,773.0,462.0,5.0,15382.0,0.0,15.0
TEXAS,LIMESTONE COUNTY,572.0,440.0,5.0,12993.0,,16.0
TEXAS,LIPSCOMB COUNTY,400.0,452.0,4.0,12378.0,,
TEXAS,LIVE OAK COUNTY,665.0,490.0,4.0,13975.0,,
TEXAS,LLANO COUNTY,598.0,440.0,4.0,14341.0,0.0,
TEXAS,LUBBOCK COUNTY,754.0,458.0,5.0,14726.0,0.0,15.0
TEXAS,LYNN COUNTY,754.0,389.0,5.0,14719.0,,16.0
TEXAS,MADISON COUNTY,602.0,438.0,5.0,14781.0,,
TEXAS,MARION COUNTY,787.0,463.0,4.0,11511.0,,
TEXAS,MARTIN COUNTY,871.0,456.0,5.0,16413.0,,16.0
TEXAS,MASON COUNTY,603.0,483.0,5.0,14001.0,,
TEXAS,MATAGORDA COUNTY,714.0,416.0,5.0,15551.0,,15.0
TEXAS,MAVERICK COUNTY,683.0,435.0,5.0,13981.0,,19.0
TEXAS,MCCULLOCH COUNTY,640.0,521.0,4.0,12852.0,,15.0
TEXAS,MCLENNAN COUNTY,731.0,442.0,5.0,13357.0,0.0,15.0
TEXAS,MCMULLEN COUNTY,857.0,261.0,3.0,8603.0,,
TEXAS,MEDINA COUNTY,636.0,432.0,5.0,14996.0,0.0,16.0
TEXAS,MENARD COUNTY,685.0,329.0,4.0,10880.0,,
TEXAS,MIDLAND COUNTY,755.0,438.0,6.0,13444.0,0.0,15.0
TEXAS,MILAM COUNTY,785.0,425.0,5.0,14972.0,0.0,
TEXAS,MILLS COUNTY,686.0,421.0,5.0,15523.0,,
TEXAS,MITCHELL COUNTY,299.0,477.0,5.0,14428.0,,15.0
TEXAS,MONTAGUE COUNTY,658.0,415.0,5.0,14977.0,0.0,17.0
TEXAS,MONTGOMERY COUNTY,762.0,503.0,5.0,14649.0,0.0,17.0
TEXAS,MOORE COUNTY,721.0,454.0,4.0,11258.0,,
TEXAS,MORRIS COUNTY,729.0,425.0,4.0,13420.0,,
TEXAS,MOTLEY COUNTY,703.0,324.0,6.0,17194.0,,
TEXAS,NACOGDOCHES COUNTY,657.0,436.0,5.0,12656.0,0.0,16.0
TEXAS,NAVARRO COUNTY,731.0,394.0,5.0,14837.0,0.0,14.0
TEXAS,NEWTON COUNTY,702.0,479.0,5.0,13924.0,,
TEXAS,NOLAN COUNTY,648.0,413.0,4.0,13538.0,,14.0
TEXAS,NUECES COUNTY,775.0,392.0,5.0,14612.0,0.0,14.0
TEXAS,OCHILTREE COUNTY,276.0,452.0,5.0,14478.0,,15.0
TEXAS,OLDHAM COUNTY,804.0,440.0,5.0,13791.0,,
TEXAS,ORANGE COUNTY,741.0,488.0,5.0,15013.0,0.0,
TEXAS,PALO PINTO COUNTY,753.0,488.0,5.0,15076.0,0.0,15.0
TEXAS,PANOLA COUNTY,734.0,393.0,5.0,13206.0,0.0,16.0
TEXAS,PARKER COUNTY,759.0,463.0,4.0,13499.0,0.0,16.0
TEXAS,PARMER COUNTY,494.0,468.0,5.0,15095.0,,15.0
TEXAS,PECOS COUNTY,659.0,546.0,5.0,15596.0,,
TEXAS,POLK COUNTY,579.0,538.0,5.0,16031.0,0.0,16.0
TEXAS,POTTER COUNTY,722.0,400.0,6.0,12370.0,0.0,15.0
TEXAS,PRESIDIO COUNTY,773.0,438.0,6.0,14227.0,,
TEXAS,RAINS COUNTY,754.0,460.0,5.0,13975.0,,
TEXAS,RANDALL COUNTY,721.0,457.0,5.0,12071.0,0.0,
TEXAS,REAGAN COUNTY,745.0,375.0,6.0,17092.0,,
TEXAS,REAL COUNTY,670.0,473.0,5.0,13951.0,,
TEXAS,RED RIVER COUNTY,715.0,353.0,5.0,12209.0,,
TEXAS,REEVES COUNTY,732.0,551.0,5.0,14149.0,,15.0
TEXAS,REFUGIO COUNTY,531.0,454.0,5.0,16187.0,,15.0
TEXAS,ROBERTSON COUNTY,673.0,506.0,5.0,12535.0,0.0,
TEXAS,ROCKWALL COUNTY,711.0,444.0,4.0,13274.0,0.0,16.0
TEXAS,RUNNELS COUNTY,530.0,470.0,5.0,13409.0,0.0,15.0
TEXAS,RUSK COUNTY,786.0,412.0,5.0,12543.0,0.0,15.0
TEXAS,SABINE COUNTY,533.0,469.0,5.0,15591.0,,15.0
TEXAS,SAN AUGUSTINE COUNTY,706.0,498.0,4.0,12497.0,,15.0
TEXAS,SAN JACINTO COUNTY,737.0,498.0,5.0,15094.0,0.0,
TEXAS,SAN PATRICIO COUNTY,717.0,430.0,5.0,15030.0,0.0,
TEXAS,SAN SABA COUNTY,652.0,399.0,4.0,14799.0,,
TEXAS,SCHLEICHER COUNTY,611.0,411.0,5.0,12238.0,,15.0
TEXAS,SCURRY COUNTY,267.0,425.0,4.0,15067.0,,
TEXAS,SHACKELFORD COUNTY,624.0,369.0,5.0,15298.0,,
TEXAS,SHELBY COUNTY,679.0,424.0,6.0,12245.0,0.0,
TEXAS,SHERMAN COUNTY,564.0,418.0,5.0,11312.0,,
TEXAS,SMITH COUNTY,791.0,403.0,4.0,12285.0,0.0,15.0
TEXAS,SOMERVELL COUNTY,718.0,494.0,4.0,15658.0,,16.0
TEXAS,STARR COUNTY,796.0,430.0,5.0,14289.0,,17.0
TEXAS,STEPHENS COUNTY,723.0,418.0,5.0,12382.0,,15.0
TEXAS,STERLING COUNTY,818.0,386.0,5.0,9888.0,,
TEXAS,STONEWALL COUNTY,581.0,406.0,4.0,15988.0,,14.0
TEXAS,SUTTON COUNTY,661.0,491.0,4.0,11655.0,,16.0
TEXAS,SWISHER COUNTY,476.0,422.0,5.0,12824.0,,15.0
TEXAS,TARRANT COUNTY,755.0,467.0,5.0,13681.0,0.0,16.0
TEXAS,TAYLOR COUNTY,725.0,437.0,5.0,13390.0,0.0,15.0
TEXAS,TERRELL COUNTY,625.0,353.0,10.0,14595.0,,
TEXAS,TERRY COUNTY,401.0,537.0,5.0,13714.0,,16.0
TEXAS,THROCKMORTON COUNTY,253.0,405.0,5.0,17634.0,,15.0
TEXAS,TITUS COUNTY,665.0,444.0,5.0,12477.0,0.0,15.0
TEXAS,TOM GREEN COUNTY,754.0,468.0,5.0,10703.0,0.0,14.0
TEXAS,TRAVIS COUNTY,747.0,456.0,5.0,13841.0,0.0,15.0
TEXAS,TRINITY COUNTY,773.0,415.0,5.0,13292.0,,
TEXAS,TYLER COUNTY,558.0,458.0,4.0,14299.0,0.0,15.0
TEXAS,UPSHUR COUNTY,752.0,496.0,4.0,13315.0,0.0,
TEXAS,UPTON COUNTY,554.0,569.0,5.0,18807.0,,15.0
TEXAS,UVALDE COUNTY,649.0,441.0,5.0,13488.0,0.0,
TEXAS,VAL VERDE COUNTY,668.0,526.0,4.0,14814.0,,14.0
TEXAS,VAN ZANDT COUNTY,783.0,420.0,5.0,13227.0,0.0,
TEXAS,VICTORIA COUNTY,739.0,422.0,5.0,11946.0,0.0,15.0
TEXAS,WALKER COUNTY,764.0,478.0,5.0,13006.0,0.0,17.0
TEXAS,WALLER COUNTY,736.0,526.0,5.0,17692.0,0.0,
TEXAS,WARD COUNTY,438.0,539.0,4.0,10063.0,,15.0
TEXAS,WASHINGTON COUNTY,638.0,474.0,5.0,13455.0,0.0,15.0
TEXAS,WEBB COUNTY,785.0,511.0,6.0,13686.0,0.0,15.0
TEXAS,WHARTON COUNTY,587.0,416.0,5.0,15268.0,0.0,16.0
TEXAS,WHEELER COUNTY,516.0,446.0,5.0,14471.0,,15.0
TEXAS,WICHITA COUNTY,208.0,376.0,5.0,13478.0,0.0,15.0
TEXAS,WILBARGER COUNTY,549.0,296.0,5.0,17484.0,,16.0
TEXAS,WILLACY COUNTY,817.0,433.0,6.0,13700.0,,
TEXAS,WILLIAMSON COUNTY,754.0,485.0,4.0,12912.0,0.0,15.0
TEXAS,WILSON COUNTY,649.0,431.0,4.0,13039.0,0.0,16.0
TEXAS,WINKLER COUNTY,714.0,547.0,5.0,14800.0,,15.0
TEXAS,WISE COUNTY,790.0,384.0,4.0,14713.0,0.0,16.0
TEXAS,WOOD COUNTY,692.0,432.0,4.0,12912.0,0.0,15.0
TEXAS,YOAKUM COUNTY,383.0,383.0,5.0,19205.0,,15.0
TEXAS,YOUNG COUNTY,503.0,406.0,4.0,16214.0,0.0,15.0
TEXAS,ZAPATA COUNTY,878.0,498.0,5.0,13447.0,,
TEXAS,ZAVALA COUNTY,656.0,581.0,5.0,16438.0,,
UTAH,BEAVER COUNTY,460.0,633.0,3.0,14007.0,,
UTAH,BOX ELDER COUNTY,576.0,420.0,3.0,13824.0,,14.0
UTAH,CACHE COUNTY,414.0,479.0,3.0,12372.0,0.0,14.0
UTAH,CARBON COUNTY,651.0,370.0,3.0,13007.0,0.0,15.0
UTAH,DAGGETT COUNTY,652.0,1000.0,4.0,16098.0,,
UTAH,DAVIS COUNTY,603.0,435.0,4.0,13745.0,0.0,15.0
UTAH,DUCHESNE COUNTY,150.0,704.0,3.0,13476.0,,15.0
UTAH,EMERY COUNTY,589.0,376.0,3.0,13399.0,,
UTAH,GARFIELD COUNTY,176.0,573.0,4.0,13422.0,,
UTAH,GRAND COUNTY,415.0,686.0,3.0,16796.0,,15.0
UTAH,IRON COUNTY,240.0,485.0,3.0,13698.0,0.0,14.0
UTAH,JUAB COUNTY,153.0,412.0,4.0,17127.0,,15.0
UTAH,KANE COUNTY,341.0,610.0,3.0,15424.0,,15.0
UTAH,MILLARD COUNTY,172.0,529.0,4.0,16435.0,,15.0
UTAH,MORGAN COUNTY,523.0,411.0,4.0,13215.0,,
UTAH,PIUTE COUNTY,154.0,590.0,4.0,12492.0,,
UTAH,RICH COUNTY,275.0,595.0,3.0,12717.0,,
UTAH,SALT LAKE COUNTY,584.0,447.0,4.0,15282.0,0.0,14.0
UTAH,SAN JUAN COUNTY,413.0,617.0,5.0,19038.0,,15.0
UTAH,SANPETE COUNTY,144.0,519.0,4.0,12275.0,,15.0
UTAH,SEVIER COUNTY,124.0,496.0,3.0,14253.0,0.0,14.0
UTAH,SUMMIT COUNTY,471.0,566.0,3.0,17598.0,0.0,15.0
UTAH,TOOELE COUNTY,654.0,499.0,4.0,16154.0,0.0,13.0
UTAH,UINTAH COUNTY,658.0,596.0,3.0,14052.0,,14.0
UTAH,UTAH COUNTY,434.0,448.0,4.0,13625.0,0.0,13.0
UTAH,WASATCH COUNTY,436.0,561.0,3.0,14686.0,0.0,15.0
UTAH,WASHINGTON COUNTY,339.0,514.0,3.0,13221.0,0.0,14.0
UTAH,WAYNE COUNTY,254.0,667.0,4.0,13974.0,,
UTAH,WEBER COUNTY,583.0,406.0,4.0,13796.0,0.0,13.0
VERMONT,ADDISON COUNTY,832.0,475.0,5.0,15217.0,0.0,15.0
VERMONT,BENNINGTON COUNTY,850.0,422.0,5.0,15427.0,0.0,15.0
VERMONT,CALEDONIA COUNTY,288.0,408.0,5.0,17640.0,0.0,15.0
VERMONT,CHITTENDEN COUNTY,826.0,453.0,6.0,16101.0,0.0,15.0
VERMONT,ESSEX COUNTY,618.0,484.0,4.0,16707.0,,
VERMONT,FRANKLIN COUNTY,841.0,364.0,5.0,16269.0,0.0,15.0
VERMONT,GRAND ISLE COUNTY,789.0,441.0,5.0,18411.0,,
VERMONT,LAMOILLE COUNTY,820.0,352.0,5.0,19261.0,0.0,16.0
VERMONT,ORANGE COUNTY,839.0,455.0,5.0,16442.0,0.0,14.0
VERMONT,ORLEANS COUNTY,714.0,434.0,4.0,14327.0,0.0,15.0
VERMONT,RUTLAND COUNTY,857.0,451.0,5.0,15449.0,0.0,15.0
VERMONT,WASHINGTON COUNTY,835.0,372.0,5.0,16122.0,0.0,17.0
VERMONT,WINDHAM COUNTY,687.0,521.0,4.0,16096.0,0.0,14.0
VERMONT,WINDSOR COUNTY,815.0,435.0,5.0,17300.0,0.0,15.0
VIRGINIA,ACCOMACK COUNTY,714.0,426.0,4.0,14789.0,0.0,
VIRGINIA,ALBEMARLE COUNTY,803.0,457.0,5.0,17503.0,0.0,13.0
VIRGINIA,ALEXANDRIA CITY,830.0,423.0,5.0,13727.0,0.0,14.0
VIRGINIA,ALLEGHANY COUNTY,755.0,415.0,4.0,13162.0,0.0,14.0
VIRGINIA,AMELIA COUNTY,802.0,500.0,5.0,13234.0,0.0,
VIRGINIA,AMHERST COUNTY,849.0,396.0,5.0,13675.0,0.0,
VIRGINIA,APPOMATTOX COUNTY,819.0,437.0,5.0,14801.0,0.0,
VIRGINIA,ARLINGTON COUNTY,826.0,437.0,5.0,13795.0,0.0,14.0
VIRGINIA,AUGUSTA COUNTY,782.0,501.0,4.0,15323.0,0.0,13.0
VIRGINIA,BATH COUNTY,354.0,616.0,4.0,13936.0,,16.0
VIRGINIA,BEDFORD CITY,,,,,,15.0
VIRGINIA,BEDFORD COUNTY,792.0,400.0,5.0,13006.0,0.0,
VIRGINIA,BLAND COUNTY,768.0,429.0,5.0,12654.0,,
VIRGINIA,BOTETOURT COUNTY,790.0,445.0,5.0,13788.0,0.0,
VIRGINIA,BRISTOL CITY,863.0,436.0,5.0,11046.0,0.0,
VIRGINIA,BRUNSWICK COUNTY,543.0,415.0,5.0,13177.0,0.0,
VIRGINIA,BUCHANAN COUNTY,478.0,501.0,5.0,12135.0,,15.0
VIRGINIA,BUCKINGHAM COUNTY,852.0,427.0,5.0,15652.0,0.0,
VIRGINIA,BUENA VISTA CITY,803.0,347.0,5.0,12700.0,,
VIRGINIA,CAMPBELL COUNTY,820.0,373.0,6.0,13797.0,0.0,
VIRGINIA,CAROLINE COUNTY,624.0,501.0,5.0,12337.0,0.0,
VIRGINIA,CARROLL COUNTY,800.0,411.0,5.0,12971.0,0.0,
VIRGINIA,CHARLES CITY COUNTY,654.0,488.0,5.0,16574.0,,
VIRGINIA,CHARLOTTE COUNTY,805.0,334.0,5.0,13025.0,,
VIRGINIA,CHARLOTTESVILLE CITY,856.0,458.0,6.0,18794.0,,15.0
VIRGINIA,CHESAPEAKE CITY,854.0,445.0,6.0,11740.0,0.0,16.0
VIRGINIA,CHESTERFIELD COUNTY,775.0,484.0,5.0,12820.0,0.0,15.0
VIRGINIA,CLARKE COUNTY,794.0,468.0,5.0,12586.0,0.0,
VIRGINIA,COLONIAL HEIGHTS CITY,784.0,403.0,5.0,11288.0,0.0,
VIRGINIA,COVINGTON CITY,761.0,415.0,4.0,11208.0,,
VIRGINIA,CRAIG COUNTY,842.0,446.0,5.0,14881.0,,
VIRGINIA,CULPEPER COUNTY,772.0,477.0,4.0,15013.0,0.0,15.0
VIRGINIA,CUMBERLAND COUNTY,822.0,415.0,5.0,11785.0,,
VIRGINIA,DANVILLE CITY,848.0,429.0,5.0,13345.0,0.0,16.0
VIRGINIA,DICKENSON COUNTY,528.0,496.0,5.0,14961.0,0.0,
VIRGINIA,DINWIDDIE COUNTY,798.0,410.0,5.0,13136.0,0.0,
VIRGINIA,EMPORIA CITY,759.0,418.0,5.0,16720.0,,17.0
VIRGINIA,ESSEX COUNTY,504.0,479.0,4.0,14957.0,0.0,14.0
VIRGINIA,FAIRFAX CITY,741.0,455.0,5.0,14475.0,0.0,
VIRGINIA,FAIRFAX COUNTY,781.0,438.0,5.0,14823.0,0.0,15.0
VIRGINIA,FALLS CHURCH CITY,864.0,396.0,5.0,14695.0,,
VIRGINIA,FAUQUIER COUNTY,759.0,456.0,4.0,13132.0,0.0,15.0
VIRGINIA,FLOYD COUNTY,799.0,496.0,5.0,12431.0,0.0,
VIRGINIA,FLUVANNA COUNTY,793.0,504.0,5.0,15748.0,0.0,
VIRGINIA,FRANKLIN CITY,907.0,421.0,4.0,11793.0,,17.0
VIRGINIA,FRANKLIN COUNTY,800.0,441.0,5.0,12819.0,0.0,15.0
VIRGINIA,FREDERICK COUNTY,825.0,494.0,5.0,12303.0,0.0,
VIRGINIA,FREDERICKSBURG CITY,466.0,512.0,5.0,11859.0,0.0,16.0
VIRGINIA,GALAX CITY,825.0,326.0,4.0,13249.0,,15.0
VIRGINIA,GILES COUNTY,778.0,348.0,5.0,12238.0,,17.0
VIRGINIA,GLOUCESTER COUNTY,723.0,403.0,4.0,12473.0,0.0,14.0
VIRGINIA,GOOCHLAND COUNTY,708.0,486.0,4.0,13546.0,0.0,
VIRGINIA,GRAYSON COUNTY,759.0,429.0,4.0,13123.0,0.0,
VIRGINIA,GREENE COUNTY,797.0,459.0,4.0,16820.0,,
VIRGINIA,GREENSVILLE COUNTY,794.0,443.0,4.0,12402.0,,
VIRGINIA,HALIFAX COUNTY,818.0,457.0,5.0,13381.0,0.0,14.0
VIRGINIA,HAMPTON CITY,819.0,399.0,5.0,12950.0,0.0,14.0
VIRGINIA,HANOVER COUNTY,755.0,429.0,5.0,13434.0,0.0,15.0
VIRGINIA,HARRISONBURG CITY,792.0,498.0,4.0,14200.0,0.0,15.0
VIRGINIA,HENRICO COUNTY,747.0,429.0,5.0,13653.0,0.0,15.0
VIRGINIA,HENRY COUNTY,855.0,337.0,5.0,12005.0,0.0,
VIRGINIA,HIGHLAND COUNTY,722.0,554.0,4.0,12624.0,,
VIRGINIA,HOPEWELL CITY,814.0,476.0,4.0,11735.0,0.0,17.0
VIRGINIA,ISLE OF WIGHT COUNTY,804.0,448.0,5.0,12214.0,0.0,
VIRGINIA,JAMES CITY COUNTY,774.0,399.0,4.0,11403.0,0.0,14.0
VIRGINIA,KING AND QUEEN COUNTY,717.0,411.0,5.0,12932.0,,
VIRGINIA,KING GEORGE COUNTY,469.0,551.0,5.0,12663.0,0.0,
VIRGINIA,KING WILLIAM COUNTY,774.0,384.0,5.0,12784.0,0.0,
VIRGINIA,LANCASTER COUNTY,685.0,449.0,5.0,15040.0,0.0,
VIRGINIA,LEE COUNTY,492.0,477.0,4.0,15029.0,0.0,
VIRGINIA,LEXINGTON CITY,797.0,395.0,6.0,13586.0,,16.0
VIRGINIA,LOUDOUN COUNTY,772.0,437.0,4.0,12328.0,0.0,14.0
VIRGINIA,LOUISA COUNTY,791.0,478.0,5.0,15643.0,0.0,
VIRGINIA,LUNENBURG COUNTY,586.0,366.0,5.0,13059.0,,
VIRGINIA,LYNCHBURG CITY,844.0,368.0,6.0,12995.0,0.0,15.0
VIRGINIA,MADISON COUNTY,809.0,480.0,4.0,15093.0,,
VIRGINIA,MANASSAS CITY,782.0,467.0,5.0,15462.0,,15.0
VIRGINIA,MANASSAS PARK CITY,765.0,511.0,5.0,14752.0,,
VIRGINIA,MARTINSVILLE CITY,814.0,353.0,5.0,12251.0,,
VIRGINIA,MATHEWS COUNTY,709.0,381.0,4.0,11914.0,,
VIRGINIA,MECKLENBURG COUNTY,545.0,412.0,5.0,13455.0,0.0,15.0
VIRGINIA,MIDDLESEX COUNTY,696.0,412.0,4.0,12186.0,,
VIRGINIA,MONTGOMERY COUNTY,807.0,401.0,5.0,12627.0,0.0,15.0
VIRGINIA,NELSON COUNTY,831.0,472.0,5.0,20268.0,,
VIRGINIA,NEW KENT COUNTY,646.0,485.0,5.0,14715.0,0.0,
VIRGINIA,NEWPORT NEWS CITY,824.0,387.0,5.0,12345.0,0.0,15.0
VIRGINIA,NORFOLK CITY,877.0,441.0,5.0,12513.0,0.0,15.0
VIRGINIA,NORTHAMPTON COUNTY,796.0,440.0,4.0,11395.0,0.0,15.0
VIRGINIA,NORTHUMBERLAND COUNTY,625.0,450.0,4.0,13746.0,0.0,
VIRGINIA,NORTON CITY,645.0,487.0,5.0,20659.0,,
VIRGINIA,NOTTOWAY COUNTY,730.0,426.0,5.0,13255.0,0.0,
VIRGINIA,ORANGE COUNTY,666.0,488.0,5.0,14585.0,0.0,
VIRGINIA,PAGE COUNTY,827.0,508.0,4.0,11426.0,0.0,14.0
VIRGINIA,PATRICK COUNTY,820.0,390.0,5.0,11988.0,0.0,
VIRGINIA,PETERSBURG CITY,866.0,427.0,6.0,11523.0,0.0,16.0
VIRGINIA,PITTSYLVANIA COUNTY,802.0,447.0,5.0,14717.0,0.0,
VIRGINIA,POQUOSON CITY,776.0,408.0,4.0,13656.0,0.0,
VIRGINIA,PORTSMOUTH CITY,828.0,428.0,6.0,13714.0,0.0,15.0
VIRGINIA,POWHATAN COUNTY,747.0,528.0,4.0,11713.0,0.0,
VIRGINIA,PRINCE EDWARD COUNTY,812.0,337.0,5.0,12144.0,0.0,17.0
VIRGINIA,PRINCE GEORGE COUNTY,793.0,511.0,5.0,12742.0,0.0,
VIRGINIA,PRINCE WILLIAM COUNTY,779.0,457.0,5.0,14066.0,0.0,15.0
VIRGINIA,PULASKI COUNTY,812.0,406.0,4.0,12010.0,0.0,15.0
VIRGINIA,RADFORD CITY,846.0,423.0,5.0,11466.0,,
VIRGINIA,RAPPAHANNOCK COUNTY,795.0,477.0,4.0,13929.0,,
VIRGINIA,RICHMOND CITY,747.0,452.0,6.0,13965.0,0.0,15.0
VIRGINIA,RICHMOND COUNTY,543.0,391.0,4.0,11193.0,,
VIRGINIA,ROANOKE CITY,829.0,402.0,5.0,12828.0,0.0,14.0
VIRGINIA,ROANOKE COUNTY,806.0,392.0,5.0,13220.0,0.0,
VIRGINIA,ROCKBRIDGE COUNTY,770.0,441.0,5.0,13497.0,,
VIRGINIA,ROCKINGHAM COUNTY,816.0,484.0,4.0,14542.0,0.0,
VIRGINIA,RUSSELL COUNTY,757.0,415.0,4.0,12154.0,0.0,17.0
VIRGINIA,SALEM CITY,825.0,373.0,5.0,12712.0,0.0,16.0
VIRGINIA,SCOTT COUNTY,777.0,394.0,5.0,13480.0,0.0,
