state,county,admission_type,discharge_destination,inpatient_days,medicare_reimbursement,patient_safety_indicator_(psi),readmissions
VIRGINIA,SHENANDOAH COUNTY,785.0,449.0,4.0,12335.0,0.0,13.0
VIRGINIA,SMYTH COUNTY,742.0,418.0,5.0,12319.0,0.0,15.0
VIRGINIA,SOUTHAMPTON COUNTY,854.0,442.0,4.0,12110.0,0.0,
VIRGINIA,SPOTSYLVANIA COUNTY,523.0,542.0,5.0,12156.0,0.0,16.0
VIRGINIA,STAFFORD COUNTY,441.0,522.0,4.0,12178.0,0.0,15.0
VIRGINIA,STAUNTON CITY,771.0,484.0,5.0,13755.0,0.0,
VIRGINIA,SUFFOLK CITY,824.0,447.0,5.0,11918.0,0.0,15.0
VIRGINIA,SURRY COUNTY,849.0,408.0,5.0,11810.0,,
VIRGINIA,SUSSEX COUNTY,847.0,375.0,6.0,12138.0,0.0,
VIRGINIA,TAZEWELL COUNTY,766.0,464.0,5.0,11550.0,0.0,16.0
VIRGINIA,VIRGINIA BEACH CITY,848.0,430.0,5.0,11387.0,0.0,14.0
VIRGINIA,WARREN COUNTY,806.0,457.0,4.0,13204.0,0.0,15.0
VIRGINIA,WASHINGTON COUNTY,842.0,477.0,5.0,11875.0,0.0,15.0
VIRGINIA,WAYNESBORO CITY,784.0,471.0,5.0,15452.0,0.0,
VIRGINIA,WESTMORELAND COUNTY,483.0,499.0,5.0,12646.0,0.0,
VIRGINIA,WILLIAMSBURG CITY,814.0,411.0,4.0,10776.0,0.0,
VIRGINIA,WINCHESTER CITY,836.0,500.0,5.0,12240.0,0.0,15.0
VIRGINIA,WISE COUNTY,635.0,400.0,5.0,18879.0,0.0,14.0
VIRGINIA,WYTHE COUNTY,784.0,425.0,5.0,12313.0,0.0,15.0
VIRGINIA,YORK COUNTY,808.0,389.0,5.0,11745.0,0.0,
WASHINGTON,ADAMS COUNTY,596.0,606.0,4.0,15774.0,,15.0
WASHINGTON,ASOTIN COUNTY,575.0,516.0,4.0,14055.0,0.0,14.0
WASHINGTON,BENTON COUNTY,825.0,527.0,5.0,14459.0,0.0,15.0
WASHINGTON,CHELAN COUNTY,814.0,604.0,5.0,14841.0,0.0,14.0
WASHINGTON,CLALLAM COUNTY,768.0,528.0,4.0,17083.0,0.0,14.0
WASHINGTON,CLARK COUNTY,800.0,604.0,6.0,16036.0,0.0,13.0
WASHINGTON,COLUMBIA COUNTY,674.0,684.0,3.0,16274.0,,16.0
WASHINGTON,COWLITZ COUNTY,837.0,575.0,5.0,14438.0,0.0,13.0
WASHINGTON,DOUGLAS COUNTY,789.0,646.0,4.0,14197.0,0.0,
WASHINGTON,FERRY COUNTY,474.0,531.0,4.0,17051.0,,15.0
WASHINGTON,FRANKLIN COUNTY,822.0,580.0,5.0,15235.0,0.0,14.0
WASHINGTON,GARFIELD COUNTY,575.0,427.0,4.0,18936.0,,15.0
WASHINGTON,GRANT COUNTY,785.0,609.0,5.0,15010.0,0.0,14.0
WASHINGTON,GRAYS HARBOR COUNTY,756.0,573.0,5.0,16119.0,0.0,14.0
WASHINGTON,ISLAND COUNTY,731.0,595.0,5.0,19605.0,0.0,14.0
WASHINGTON,JEFFERSON COUNTY,716.0,589.0,4.0,18710.0,0.0,14.0
WASHINGTON,KING COUNTY,785.0,522.0,6.0,16262.0,0.0,15.0
WASHINGTON,KITSAP COUNTY,752.0,555.0,6.0,17112.0,0.0,14.0
WASHINGTON,KITTITAS COUNTY,722.0,652.0,5.0,20875.0,,15.0
WASHINGTON,KLICKITAT COUNTY,645.0,587.0,5.0,18457.0,0.0,15.0
WASHINGTON,LEWIS COUNTY,830.0,562.0,6.0,15403.0,0.0,13.0
WASHINGTON,LINCOLN COUNTY,488.0,536.0,5.0,17095.0,0.0,15.0
WASHINGTON,MASON COUNTY,774.0,590.0,5.0,17997.0,0.0,16.0
WASHINGTON,OKANOGAN COUNTY,721.0,594.0,4.0,16133.0,0.0,15.0
WASHINGTON,PACIFIC COUNTY,544.0,655.0,4.0,20719.0,0.0,16.0
WASHINGTON,PEND OREILLE COUNTY,705.0,565.0,5.0,17294.0,,15.0
WASHINGTON,PIERCE COUNTY,798.0,573.0,6.0,14347.0,0.0,15.0
WASHINGTON,SAN JUAN COUNTY,743.0,606.0,4.0,16695.0,,
WASHINGTON,SKAGIT COUNTY,793.0,593.0,5.0,14856.0,0.0,15.0
WASHINGTON,SKAMANIA COUNTY,652.0,640.0,5.0,17295.0,,
WASHINGTON,SNOHOMISH COUNTY,787.0,522.0,6.0,15171.0,0.0,13.0
WASHINGTON,SPOKANE COUNTY,769.0,472.0,5.0,14873.0,0.0,13.0
WASHINGTON,STEVENS COUNTY,712.0,557.0,5.0,16264.0,0.0,14.0
WASHINGTON,THURSTON COUNTY,810.0,593.0,6.0,15708.0,0.0,13.0
WASHINGTON,WAHKIAKUM COUNTY,788.0,596.0,4.0,15547.0,,
WASHINGTON,WALLA WALLA COUNTY,822.0,536.0,5.0,14127.0,0.0,14.0
WASHINGTON,WHATCOM COUNTY,832.0,596.0,5.0,15309.0,0.0,12.0
WASHINGTON,WHITMAN COUNTY,693.0,542.0,4.0,17183.0,0.0,14.0
WASHINGTON,YAKIMA COUNTY,847.0,547.0,5.0,15097.0,0.0,14.0
WEST VIRGINIA,BARBOUR COUNTY,729.0,534.0,5.0,10961.0,0.0,
WEST VIRGINIA,BERKELEY COUNTY,848.0,499.0,6.0,12100.0,0.0,16.0
WEST VIRGINIA,BOONE COUNTY,817.0,499.0,5.0,11684.0,,14.0
WEST VIRGINIA,BRAXTON COUNTY,727.0,519.0,4.0,10503.0,,15.0
WEST VIRGINIA,BROOKE COUNTY,800.0,530.0,4.0,9584.0,0.0,
WEST VIRGINIA,CABELL COUNTY,861.0,466.0,6.0,11688.0,0.0,15.0
WEST VIRGINIA,CALHOUN COUNTY,594.0,472.0,5.0,15168.0,,15.0
WEST VIRGINIA,CLAY COUNTY,866.0,498.0,6.0,12462.0,,
WEST VIRGINIA,DODDRIDGE COUNTY,837.0,471.0,4.0,10582.0,,
WEST VIRGINIA,FAYETTE COUNTY,815.0,473.0,5.0,11302.0,0.0,15.0
WEST VIRGINIA,GILMER COUNTY,830.0,385.0,5.0,12385.0,,
WEST VIRGINIA,GRANT COUNTY,697.0,454.0,4.0,14072.0,,14.0
WEST VIRGINIA,GREENBRIER COUNTY,821.0,404.0,5.0,12320.0,0.0,15.0
WEST VIRGINIA,HAMPSHIRE COUNTY,786.0,471.0,5.0,13024.0,0.0,14.0
WEST VIRGINIA,HANCOCK COUNTY,799.0,435.0,4.0,10213.0,0.0,17.0
WEST VIRGINIA,HARDY COUNTY,772.0,413.0,5.0,13081.0,,
WEST VIRGINIA,HARRISON COUNTY,816.0,511.0,5.0,11403.0,0.0,16.0
WEST VIRGINIA,JACKSON COUNTY,798.0,484.0,5.0,10685.0,0.0,16.0
WEST VIRGINIA,JEFFERSON COUNTY,808.0,477.0,5.0,13476.0,0.0,16.0
WEST VIRGINIA,KANAWHA COUNTY,823.0,471.0,5.0,12543.0,0.0,16.0
WEST VIRGINIA,LEWIS COUNTY,747.0,503.0,4.0,12411.0,,16.0
WEST VIRGINIA,LINCOLN COUNTY,869.0,505.0,6.0,12667.0,0.0,
WEST VIRGINIA,LOGAN COUNTY,814.0,489.0,6.0,12173.0,,16.0
WEST VIRGINIA,MARION COUNTY,837.0,459.0,5.0,12125.0,0.0,
WEST VIRGINIA,MARSHALL COUNTY,837.0,509.0,4.0,9418.0,0.0,16.0
WEST VIRGINIA,MASON COUNTY,773.0,388.0,5.0,12096.0,,15.0
WEST VIRGINIA,MCDOWELL COUNTY,812.0,528.0,6.0,14313.0,,16.0
WEST VIRGINIA,MERCER COUNTY,832.0,451.0,6.0,11469.0,0.0,17.0
WEST VIRGINIA,MINERAL COUNTY,806.0,499.0,5.0,14676.0,0.0,14.0
WEST VIRGINIA,MINGO COUNTY,782.0,559.0,5.0,12268.0,,
WEST VIRGINIA,MONONGALIA COUNTY,788.0,524.0,4.0,11802.0,0.0,17.0
WEST VIRGINIA,MONROE COUNTY,774.0,478.0,5.0,12267.0,,
WEST VIRGINIA,MORGAN COUNTY,761.0,423.0,5.0,12984.0,0.0,15.0
WEST VIRGINIA,NICHOLAS COUNTY,800.0,549.0,5.0,11045.0,0.0,
WEST VIRGINIA,OHIO COUNTY,825.0,455.0,5.0,10371.0,0.0,18.0
WEST VIRGINIA,PENDLETON COUNTY,791.0,543.0,4.0,12908.0,,
WEST VIRGINIA,PLEASANTS COUNTY,827.0,458.0,4.0,10752.0,,
WEST VIRGINIA,POCAHONTAS COUNTY,725.0,438.0,4.0,12532.0,,15.0
WEST VIRGINIA,PRESTON COUNTY,550.0,530.0,4.0,12860.0,0.0,15.0
WEST VIRGINIA,PUTNAM COUNTY,811.0,452.0,6.0,12657.0,0.0,
WEST VIRGINIA,RALEIGH COUNTY,868.0,468.0,5.0,11060.0,0.0,17.0
WEST VIRGINIA,RANDOLPH COUNTY,797.0,492.0,5.0,13605.0,,16.0
WEST VIRGINIA,RITCHIE COUNTY,784.0,471.0,5.0,10422.0,0.0,
WEST VIRGINIA,ROANE COUNTY,587.0,535.0,6.0,13556.0,,15.0
WEST VIRGINIA,SUMMERS COUNTY,828.0,386.0,6.0,12995.0,,16.0
WEST VIRGINIA,TAYLOR COUNTY,731.0,492.0,5.0,12190.0,,15.0
WEST VIRGINIA,TUCKER COUNTY,723.0,544.0,4.0,13566.0,,
WEST VIRGINIA,TYLER COUNTY,773.0,392.0,4.0,11977.0,,
WEST VIRGINIA,UPSHUR COUNTY,742.0,545.0,4.0,11900.0,0.0,
WEST VIRGINIA,WAYNE COUNTY,847.0,493.0,6.0,12997.0,0.0,
WEST VIRGINIA,WEBSTER COUNTY,592.0,488.0,4.0,10710.0,,15.0
WEST VIRGINIA,WETZEL COUNTY,775.0,418.0,5.0,11560.0,0.0,15.0
WEST VIRGINIA,WIRT COUNTY,784.0,587.0,4.0,10666.0,,
WEST VIRGINIA,WOOD COUNTY,793.0,513.0,5.0,10588.0,0.0,17.0
WEST VIRGINIA,WYOMING COUNTY,859.0,483.0,5.0,11608.0,0.0,
WISCONSIN,ADAMS COUNTY,484.0,585.0,5.0,15446.0,0.0,16.0
WISCONSIN,ASHLAND COUNTY,356.0,561.0,6.0,18918.0,,15.0
WISCONSIN,BARRON COUNTY,653.0,587.0,5.0,13451.0,0.0,16.0
WISCONSIN,BAYFIELD COUNTY,406.0,628.0,5.0,17470.0,,
WISCONSIN,BROWN COUNTY,741.0,498.0,5.0,12767.0,0.0,14.0
WISCONSIN,BUFFALO COUNTY,539.0,676.0,5.0,14619.0,,
WISCONSIN,BURNETT COUNTY,416.0,651.0,5.0,17169.0,,15.0
WISCONSIN,CALUMET COUNTY,679.0,564.0,4.0,11760.0,,15.0
WISCONSIN,CHIPPEWA COUNTY,702.0,613.0,5.0,13749.0,0.0,14.0
WISCONSIN,CLARK COUNTY,676.0,530.0,6.0,16248.0,0.0,16.0
WISCONSIN,COLUMBIA COUNTY,570.0,614.0,4.0,15640.0,0.0,15.0
WISCONSIN,CRAWFORD COUNTY,590.0,638.0,4.0,15471.0,,15.0
WISCONSIN,DANE COUNTY,780.0,556.0,5.0,15789.0,0.0,15.0
WISCONSIN,DODGE COUNTY,570.0,558.0,4.0,13421.0,0.0,15.0
WISCONSIN,DOOR COUNTY,627.0,560.0,5.0,16561.0,,15.0
WISCONSIN,DOUGLAS COUNTY,631.0,513.0,6.0,12399.0,0.0,15.0
WISCONSIN,DUNN COUNTY,651.0,604.0,5.0,13760.0,0.0,15.0
WISCONSIN,EAU CLAIRE COUNTY,728.0,598.0,6.0,13101.0,0.0,14.0
WISCONSIN,FLORENCE COUNTY,713.0,480.0,6.0,14147.0,,
WISCONSIN,FOND DU LAC COUNTY,750.0,570.0,5.0,12961.0,0.0,15.0
WISCONSIN,FOREST COUNTY,279.0,569.0,5.0,13580.0,,
WISCONSIN,GRANT COUNTY,577.0,617.0,4.0,15512.0,0.0,15.0
WISCONSIN,GREEN COUNTY,753.0,621.0,4.0,14186.0,0.0,15.0
WISCONSIN,GREEN LAKE COUNTY,672.0,508.0,4.0,14282.0,,14.0
WISCONSIN,IOWA COUNTY,693.0,629.0,4.0,15965.0,0.0,14.0
WISCONSIN,IRON COUNTY,367.0,532.0,5.0,14323.0,,
WISCONSIN,JACKSON COUNTY,267.0,622.0,4.0,16694.0,,15.0
WISCONSIN,JEFFERSON COUNTY,579.0,560.0,4.0,13888.0,0.0,14.0
WISCONSIN,JUNEAU COUNTY,675.0,669.0,5.0,15548.0,,14.0
WISCONSIN,KENOSHA COUNTY,575.0,464.0,5.0,13179.0,0.0,15.0
WISCONSIN,KEWAUNEE COUNTY,762.0,446.0,5.0,12476.0,,
WISCONSIN,LA CROSSE COUNTY,273.0,683.0,5.0,14759.0,0.0,13.0
WISCONSIN,LAFAYETTE COUNTY,663.0,680.0,4.0,15498.0,,15.0
WISCONSIN,LANGLADE COUNTY,189.0,447.0,5.0,16956.0,,14.0
WISCONSIN,LINCOLN COUNTY,272.0,512.0,5.0,13924.0,,15.0
WISCONSIN,MANITOWOC COUNTY,794.0,465.0,5.0,12514.0,0.0,15.0
WISCONSIN,MARATHON COUNTY,371.0,489.0,5.0,12629.0,0.0,14.0
WISCONSIN,MARINETTE COUNTY,793.0,598.0,5.0,12002.0,0.0,16.0
WISCONSIN,MARQUETTE COUNTY,454.0,609.0,5.0,16524.0,,
WISCONSIN,MENOMINEE COUNTY,711.0,684.0,4.0,9172.0,,
WISCONSIN,MILWAUKEE COUNTY,824.0,488.0,6.0,14171.0,0.0,15.0
WISCONSIN,MONROE COUNTY,458.0,677.0,4.0,16746.0,0.0,15.0
WISCONSIN,OCONTO COUNTY,589.0,537.0,5.0,14161.0,,15.0
WISCONSIN,ONEIDA COUNTY,343.0,484.0,5.0,14291.0,0.0,14.0
WISCONSIN,OUTAGAMIE COUNTY,715.0,560.0,4.0,12938.0,0.0,13.0
WISCONSIN,OZAUKEE COUNTY,781.0,478.0,5.0,12229.0,0.0,16.0
WISCONSIN,PEPIN COUNTY,597.0,609.0,6.0,15351.0,,15.0
WISCONSIN,PIERCE COUNTY,378.0,578.0,4.0,13443.0,0.0,14.0
WISCONSIN,POLK COUNTY,617.0,613.0,4.0,16116.0,0.0,15.0
WISCONSIN,PORTAGE COUNTY,253.0,507.0,5.0,12771.0,0.0,15.0
WISCONSIN,PRICE COUNTY,615.0,536.0,5.0,16339.0,,16.0
WISCONSIN,RACINE COUNTY,810.0,484.0,5.0,12746.0,0.0,16.0
WISCONSIN,RICHLAND COUNTY,749.0,600.0,4.0,17183.0,0.0,15.0
WISCONSIN,ROCK COUNTY,744.0,575.0,5.0,13379.0,0.0,16.0
WISCONSIN,RUSK COUNTY,629.0,491.0,5.0,15156.0,,14.0
WISCONSIN,SAUK COUNTY,644.0,595.0,5.0,15646.0,0.0,15.0
WISCONSIN,SAWYER COUNTY,469.0,590.0,6.0,17273.0,,14.0
WISCONSIN,SHAWANO COUNTY,589.0,524.0,4.0,12628.0,,15.0
WISCONSIN,SHEBOYGAN COUNTY,815.0,486.0,5.0,11816.0,0.0,15.0
WISCONSIN,ST. CROIX COUNTY,582.0,578.0,4.0,15065.0,0.0,15.0
WISCONSIN,TAYLOR COUNTY,631.0,513.0,5.0,14180.0,,16.0
WISCONSIN,TREMPEALEAU COUNTY,494.0,688.0,5.0,14314.0,,15.0
WISCONSIN,VERNON COUNTY,493.0,683.0,4.0,15626.0,0.0,14.0
WISCONSIN,VILAS COUNTY,380.0,547.0,5.0,13918.0,,15.0
WISCONSIN,WALWORTH COUNTY,762.0,477.0,4.0,12945.0,0.0,15.0
WISCONSIN,WASHBURN COUNTY,667.0,554.0,5.0,15318.0,,15.0
WISCONSIN,WASHINGTON COUNTY,761.0,541.0,4.0,11904.0,0.0,16.0
WISCONSIN,WAUKESHA COUNTY,787.0,489.0,5.0,12625.0,0.0,15.0
WISCONSIN,WAUPACA COUNTY,543.0,534.0,5.0,13168.0,,14.0
WISCONSIN,WAUSHARA COUNTY,576.0,588.0,4.0,11631.0,,14.0
WISCONSIN,WINNEBAGO COUNTY,733.0,503.0,4.0,11939.0,0.0,14.0
WISCONSIN,WOOD COUNTY,520.0,560.0,6.0,15430.0,0.0,15.0
WYOMING,ALBANY COUNTY,680.0,472.0,5.0,17121.0,0.0,15.0
WYOMING,BIG HORN COUNTY,437.0,633.0,4.0,12867.0,,14.0
WYOMING,CAMPBELL COUNTY,300.0,600.0,5.0,18334.0,0.0,14.0
WYOMING,CARBON COUNTY,460.0,640.0,4.0,17519.0,,15.0
WYOMING,CONVERSE COUNTY,182.0,664.0,4.0,18659.0,,15.0
WYOMING,CROOK COUNTY,572.0,697.0,4.0,14007.0,,15.0
WYOMING,FREMONT COUNTY,701.0,636.0,4.0,15774.0,0.0,14.0
WYOMING,GOSHEN COUNTY,681.0,616.0,4.0,12660.0,,15.0
WYOMING,HOT SPRINGS COUNTY,249.0,655.0,4.0,14754.0,,15.0
WYOMING,JOHNSON COUNTY,178.0,691.0,3.0,11806.0,,14.0
WYOMING,LARAMIE COUNTY,195.0,630.0,5.0,15795.0,0.0,15.0
WYOMING,LINCOLN COUNTY,330.0,642.0,3.0,17433.0,,15.0
WYOMING,NATRONA COUNTY,275.0,627.0,5.0,15318.0,0.0,14.0
WYOMING,NIOBRARA COUNTY,704.0,716.0,3.0,13618.0,,16.0
WYOMING,PARK COUNTY,689.0,678.0,4.0,14245.0,0.0,15.0
WYOMING,PLATTE COUNTY,605.0,645.0,4.0,13241.0,,15.0
WYOMING,SHERIDAN COUNTY,741.0,621.0,4.0,16629.0,0.0,15.0
WYOMING,SUBLETTE COUNTY,680.0,609.0,4.0,18541.0,,
WYOMING,SWEETWATER COUNTY,588.0,520.0,4.0,19935.0,0.0,14.0
WYOMING,TETON COUNTY,698.0,623.0,4.0,19542.0,0.0,15.0
WYOMING,UINTA COUNTY,225.0,551.0,4.0,17148.0,0.0,15.0
WYOMING,WASHAKIE COUNTY,760.0,622.0,4.0,14365.0,,16.0
WYOMING,WESTON COUNTY,583.0,676.0,4.0,13907.0,,15.0
